gene_symbol,Bcs1l
pvalue,0.2509565
parameter_name,Head coat/hair presence
gene_accession_id,MGI:1914071
mouse_life_stage,E9.5
parameter_id,MGP_CSD_015_001
analysis_id,yfqm4t3ei201wol
mouse_strain,C57BL
