parameter_id,MGP_MLN_066_001
analysis_id,0v3115w26md4904
mouse_life_stage,Early adult
pvalue,0.145723
gene_symbol,Slc30a4
parameter_name,Effector CD4+ T helper cells - % of CD45+
gene_accession_id,MGI:1345282
mouse_strain,C57BL
