gene_symbol,Sass6
parameter_name,Joints
analysis_id,35w16j816031vfg
mouse_strain,C57BL
pvalue,0.3139436
parameter_id,IMPC_XRY_027_001
gene_accession_id,MGI:1920026
mouse_life_stage,E9.5
