mouse_life_stage,Late adult
parameter_name,KLRG1+ Treg cells - % of CD45+
analysis_id,784uvc9c885viry
parameter_id,MGP_IMM_079_001
gene_symbol,Slc30a4
mouse_strain,C57BL
pvalue,0.08309752
gene_accession_id,MGI:1345282
