mouse_life_stage,Middle aged adult
analysis_id,fxcjiz4ra54l4rj
gene_accession_id,MGI:2446274
parameter_id,JAX_OFD_021_001
gene_symbol,Frmpd1
pvalue,1.239627
mouse_strain,C57BL
parameter_name,Number of rears - total
