parameter_id,IMPC_HEM_005_001
gene_accession_id,MGI:1917810
mouse_strain,C57BL
parameter_name,Mean cell volume
analysis_id,33i76195346xp0w
pvalue,0.531325
gene_symbol,Wars2
mouse_life_stage,Early adult
