gene_symbol,Dcaf10
pvalue,0.6580283
parameter_name,KLRG1+ NK cells - % of CD45+
parameter_id,MGP_MLN_093_001
mouse_strain,C57BL
gene_accession_id,MGI:2140179
analysis_id,r4l9a91uqkt8h1e
mouse_life_stage,Early adult
