gene_symbol,Col11a1
mouse_strain,C57BL
pvalue,0.4471849
analysis_id,4gq2nue90lwa8z8
parameter_id,CCP_LFO_001_001
gene_accession_id,MGI:88446
parameter_name,Weight
mouse_life_stage,Early adult
