mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_id,M-G-P_012_001_005
gene_accession_id,MGI:2140475
gene_symbol,AU040320
analysis_id,14mgr469u79lb43
parameter_name,Body Weight
pvalue,0.9431679
