gene_symbol,Jun
gene_accession_id,MGI:96646
parameter_id,MGP_IMM_089_001
mouse_strain,C57BL
parameter_name,KLRG1+ gd T cells - % of CD45+
mouse_life_stage,E15.5
pvalue,0.4398351
analysis_id,w59e1h9k3927863
