gene_symbol,Hspa5
gene_accession_id,MGI:95835
analysis_id,l354538nt537p62
mouse_strain,C57BL
parameter_name,Lean/Body weight
pvalue,0.7441098
parameter_id,IMPC_DXA_008_001
mouse_life_stage,E12.5
