gene_symbol,Cds2
analysis_id,u21xa7bri271ya8
mouse_life_stage,Early adult
pvalue,0.2075478
parameter_id,IMPC_CSD_007_001
mouse_strain,129SV
gene_accession_id,MGI:1332236
parameter_name,Coat - color - abdomen
