parameter_name,Prepulse inhibition - PP3
gene_accession_id,MGI:95457
mouse_strain,C57BL
pvalue,0.8844436
gene_symbol,Mecom
mouse_life_stage,E15.5
parameter_id,ESLIM_011_001_703
analysis_id,t1v6ug4uue3plfx
