mouse_strain,129SV
parameter_name,Bone Mineral Density (excluding skull)
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_004_001
pvalue,0.7095247
gene_symbol,Ddx27
gene_accession_id,MGI:2385884
analysis_id,814q74cl7r3uc9u
