mouse_strain,129SV
gene_accession_id,MGI:1921802
pvalue,0.4441923
mouse_life_stage,Early adult
parameter_id,M-G-P_007_001_010
analysis_id,2im6914j634c3hp
parameter_name,center - distance
gene_symbol,Nipal3
