parameter_name,Whole arena average speed
parameter_id,ESLIM_007_001_005
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,937u9140x6z9ox2
pvalue,0.7565156
gene_symbol,Snap23
gene_accession_id,MGI:109356
