gene_symbol,Dnajc6
gene_accession_id,MGI:1919935
pvalue,0.08644096
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,64p374e3sb3jeps
parameter_id,IMPC_EYE_007_001
parameter_name,Cornea
