mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.7528744
analysis_id,k0ouoz03e1p17jc
parameter_name,Total CD4+ T cells - % of CD45+
gene_symbol,Zmynd8
parameter_id,MGP_IMM_071_001
gene_accession_id,MGI:1918025
