parameter_id,JAXLA_DXA_009_001
analysis_id,m619l25m9e4254g
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_name,Fat/Body weight
pvalue,0.2432616
gene_accession_id,MGI:1914071
gene_symbol,Bcs1l
