parameter_id,JAX_LDT_004_001
gene_symbol,Bcs1l
mouse_life_stage,Early adult
analysis_id,3xe12w72133ufx7
parameter_name,Dark side time spent
gene_accession_id,MGI:1914071
pvalue,0.6002942
mouse_strain,C57BL
