mouse_life_stage,E18.5
parameter_id,IMPC_CSD_012_001
gene_symbol,Grem2
pvalue,0.6338956
parameter_name,Coat - hair distribution - head
mouse_strain,C57BL
analysis_id,8dk0ihii5d6cg4g
gene_accession_id,MGI:1344367
