gene_symbol,Dmap1
mouse_life_stage,Early adult
gene_accession_id,MGI:1913483
analysis_id,93rdg858410bh60
parameter_name,Aspartate aminotransferase
pvalue,0.4281877
mouse_strain,C57BL
parameter_id,IMPC_CBC_012_001
