gene_symbol,Hpca
mouse_strain,C57BL
analysis_id,0dph7467s5e7huv
pvalue,0.280405
mouse_life_stage,Middle aged adult
parameter_name,Number of rears - total
parameter_id,IMPC_OFD_021_001
gene_accession_id,MGI:1336200
