parameter_name,Periphery permanence time
mouse_life_stage,E12.5
analysis_id,6jm7twxt8s9t6wd
pvalue,0.2352659
mouse_strain,C57BL
gene_symbol,Bmi1
parameter_id,JAX_OFD_012_001
gene_accession_id,MGI:88174
