gene_symbol,Sfpq
parameter_id,IMPC_ECG_028_001
mouse_strain,C57BL
pvalue,0.899085
parameter_name,QT
mouse_life_stage,Early adult
gene_accession_id,MGI:1918764
analysis_id,qa7ck62w3fh3832
