gene_symbol,AU040320
parameter_id,IMPC_XRY_027_001
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,6iy90plfwm5gnzg
parameter_name,Joints
pvalue,0.146581
gene_accession_id,MGI:2140475
