parameter_id,MGP_MLN_066_001
analysis_id,h5b0q167a507855
mouse_life_stage,E12.5
pvalue,0.7345501
mouse_strain,C57BL
gene_symbol,Wars2
gene_accession_id,MGI:1917810
parameter_name,Effector CD4+ T helper cells - % of CD45+
