parameter_id,IMPC_IMM_071_001
analysis_id,10ko791iz2p39e5
gene_accession_id,MGI:1915087
parameter_name,MZB (CD21/35 high)
mouse_strain,C57BL
gene_symbol,Tiprl
mouse_life_stage,E9.5
pvalue,0.2451003
