parameter_id,IMPC_ABR_006_001
analysis_id,inwq6gt3t63ab4z
pvalue,0.1896352
gene_accession_id,MGI:1914437
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,12kHz-evoked ABR Threshold
gene_symbol,Zmynd19
