parameter_id,IMPC_GRS_008_001
parameter_name,Forelimb grip strength measurement mean
analysis_id,2b6o9e36s1h7499
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.8854279
gene_accession_id,MGI:99501
gene_symbol,Fgb
