gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
pvalue,0.4572723
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_id,IMPC_CBC_024_001
parameter_name,UIBC (unsaturated iron binding capacity)
analysis_id,d6nha796fdj9n37
