parameter_name,Periphery average speed
parameter_id,JAX_OFD_013_001
analysis_id,vzrw1r468gpk107
mouse_strain,C57BL
gene_accession_id,MGI:2444554
pvalue,0.3690189
gene_symbol,Mapkap1
mouse_life_stage,Early adult
