parameter_id,ESLIM_011_001_704
mouse_strain,C57BL
analysis_id,993ng64q05l4t7g
gene_symbol,Cd52
gene_accession_id,MGI:1346088
pvalue,0.3923814
parameter_name,Prepulse inhibition - PP4
mouse_life_stage,Early adult
