gene_symbol,AU040320
pvalue,0.07889854
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Glucose
analysis_id,660gyed4r77mm2e
gene_accession_id,MGI:2140475
parameter_id,IMPC_CBC_018_001
