gene_symbol,Arpc2
parameter_id,IMPC_CSD_051_002
mouse_life_stage,Early adult
pvalue,0.1932843
parameter_name,Hindlimb nail - number
analysis_id,i6md501613u9k34
mouse_strain,C57BL
gene_accession_id,MGI:1923959
