parameter_name,Eye
mouse_life_stage,Early adult
gene_symbol,Tnfsf8
mouse_strain,C57BL
analysis_id,81g61fr5x9124z8
pvalue,0.8641892
parameter_id,IMPC_EYE_001_001
gene_accession_id,MGI:88328
