parameter_id,IMPC_GEL_017_002
gene_symbol,Car13
mouse_strain,C57BL
pvalue,0.914115
parameter_name,Pale yolk sac
mouse_life_stage,Early adult
gene_accession_id,MGI:1931322
analysis_id,02jt66l9b5035m4
