gene_symbol,Sass6
parameter_name,Bone Mineral Density (excluding skull)
analysis_id,8j6mto4h7c8r858
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_accession_id,MGI:1920026
pvalue,0.1238217
parameter_id,IMPC_DXA_004_001
