gene_accession_id,MGI:1925049
gene_symbol,Sla2
parameter_id,MGP_MLN_010_001
mouse_life_stage,Early adult
analysis_id,ew8275f1p9o48x7
pvalue,0.6245199
parameter_name,Resting Treg cells - % of Treg
mouse_strain,C57BL
