parameter_id,IMPC_EYE_092_001
gene_symbol,Atg4c
gene_accession_id,MGI:2651854
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.4504918
parameter_name,Retina (combined)
analysis_id,73l7kyho18p374o
