gene_symbol,Ahcy
mouse_strain,C57BL
parameter_name,Neutrophil percentage
analysis_id,gyq7ye8ej881t2m
pvalue,0.7651421
mouse_life_stage,E12.5
parameter_id,MGP_PBI_019_001
gene_accession_id,MGI:87968
