gene_symbol,Lpgat1
parameter_name,B2B Cells
gene_accession_id,MGI:2446186
parameter_id,IMPC_IMM_065_001
pvalue,0.4032895
mouse_strain,C57BL
mouse_life_stage,E18.5
analysis_id,2y15n11880e6px0
