gene_symbol,Tiprl
analysis_id,g40196645iz7vvj
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_name,Hindlimbs - shape
gene_accession_id,MGI:1915087
parameter_id,JAXLA_CSD_021_001
pvalue,0.9115689
