parameter_id,ESLIM_011_001_705
gene_accession_id,MGI:2140475
gene_symbol,AU040320
mouse_life_stage,Early adult
parameter_name,Global prepulse inhibition
pvalue,0.5050273
analysis_id,v3749bk98l2234c
mouse_strain,C57BL
