gene_symbol,Mms22l
mouse_life_stage,Early adult
parameter_name,Weight
analysis_id,nj1mtywz7sjau4z
gene_accession_id,MGI:2684980
pvalue,0.9805038
mouse_strain,129SV
parameter_id,CCP_LFO_001_001
