gene_symbol,Ola1
mouse_life_stage,Early adult
parameter_name,Neutrophil cell count
parameter_id,IMPC_HEM_030_001
analysis_id,ev6y1y646108qy4
gene_accession_id,MGI:1914309
mouse_strain,C57BL
pvalue,0.5440642
