gene_symbol,Pex19
gene_accession_id,MGI:1334458
parameter_id,JAXLA_EYE_092_001
mouse_strain,C57BL
analysis_id,r9mf61a90ef6m04
mouse_life_stage,E18.5
parameter_name,Retina (combined)
pvalue,0.2664657
