gene_symbol,Galnt13
pvalue,0.7175737
parameter_id,JAX_ROT_002_001
mouse_life_stage,Late adult
analysis_id,aj97sa7kj0i9tq8
mouse_strain,C57BL
parameter_name,Average duration
gene_accession_id,MGI:2139447
