mouse_life_stage,Early adult
parameter_name,Skull shape
gene_accession_id,MGI:2444114
gene_symbol,Zcchc2
parameter_id,CCP_XRY_001_001
mouse_strain,C57BL
pvalue,0.4620558
analysis_id,8921o09b53081c7
