pvalue,0.8447946
gene_accession_id,MGI:1915033
analysis_id,98zn6zs813o6mw8
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_026_001
parameter_name,Retinal Blood Vessels Pattern
mouse_strain,C57BL
gene_symbol,Ahctf1
