gene_symbol,Hspa5
analysis_id,e0y5u7urkg8cpps
parameter_id,IMPC_GPO_002_001
mouse_strain,C57BL
parameter_name,Placenta Morphology
mouse_life_stage,E12.5
gene_accession_id,MGI:95835
pvalue,0.05488558
