parameter_id,HMGULA_CBC_015_001
gene_symbol,Lpgat1
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_name,Total cholesterol
pvalue,0.3012891
gene_accession_id,MGI:2446186
analysis_id,n8x20m7853c3411
