parameter_id,IMPC_XRY_018_001
gene_accession_id,MGI:1921688
parameter_name,Shape of vertebrae
mouse_life_stage,Early adult
analysis_id,9b8m66ppx31981e
gene_symbol,Clvs1
pvalue,0.7922245
mouse_strain,C57BL
