parameter_id,JAXLA_OFD_020_001
mouse_life_stage,Early adult
pvalue,0.5017133
analysis_id,p64gg02i2xt8710
parameter_name,Distance travelled - total
gene_symbol,Car13
mouse_strain,C57BL
gene_accession_id,MGI:1931322
