gene_symbol,Eprs1
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.9635445
gene_accession_id,MGI:97838
parameter_id,JAX_OFD_021_001
analysis_id,p3l76l9naxncwb4
parameter_name,Number of rears - total
