gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
parameter_id,IMPC_HEM_004_001
mouse_life_stage,Late adult
parameter_name,Hematocrit
analysis_id,583ttp0e82625e7
pvalue,0.1104936
mouse_strain,C57BL
