parameter_name,Retina (combined)
gene_accession_id,MGI:1914556
pvalue,0.9783071
analysis_id,2eu5s9f8zjq46ht
parameter_id,IMPC_EYE_092_002
gene_symbol,Zc2hc1a
mouse_strain,C59BL
mouse_life_stage,Early adult
