gene_symbol,Slc2a8
gene_accession_id,MGI:1860103
pvalue,0.9059292
mouse_life_stage,Early adult
parameter_id,JAXLA_OFD_020_001
parameter_name,Distance travelled - total
mouse_strain,C57BL
analysis_id,v2f461bg7n59k30
