gene_symbol,AU040320
parameter_name,Vibrissae - presence
mouse_strain,C57BL
parameter_id,JAXLA_CSD_023_001
analysis_id,g165lthhjo56185
pvalue,1.738258e-05
mouse_life_stage,Late adult
gene_accession_id,MGI:2140475
