parameter_name,Retina (combined)
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_092_001
mouse_strain,C57BL
pvalue,0.8834039
analysis_id,5a5vi765lau454j
gene_symbol,Nanp
gene_accession_id,MGI:1914561
