gene_symbol,Zmynd8
mouse_strain,C57BL
pvalue,0.2927536
gene_accession_id,MGI:1918025
parameter_id,MGP_MLN_001_001
mouse_life_stage,Early adult
analysis_id,r7m8xz45n2k041m
parameter_name,Total T cells - % of CD45+
