gene_symbol,Slc30a4
parameter_name,Effector CD8+ T cells - % of CD8+
gene_accession_id,MGI:1345282
parameter_id,MGP_MLN_013_001
mouse_strain,C57BL
pvalue,0.07836807
mouse_life_stage,Late adult
analysis_id,2aj8hsa0a4xzi17
