gene_symbol,Galnt13
mouse_strain,C57BL
parameter_id,IMPC_CBC_015_001
pvalue,0.6575057
mouse_life_stage,Late adult
gene_accession_id,MGI:2139447
parameter_name,Total cholesterol
analysis_id,3g39jfxf42gyqg4
