gene_symbol,Arpc2
pvalue,0.4657206
parameter_id,IMPC_HEM_031_001
analysis_id,73v911gg0945ug6
parameter_name,Lymphocyte differential count
gene_accession_id,MGI:1923959
mouse_strain,129SV
mouse_life_stage,Early adult
